0	0.0000
1	0.0000
2	0.0000
3	0.0000
4	0.0000
5	0.0000
6	0.0000
7	0.0000
8	0.0000
9	0.0000
10	0.0000
11	0.0000
12	0.0000
13	0.0000
14	0.0000
15	0.0000
16	0.0000
17	0.0000
18	0.0000
19	0.0000
20	0.0000
21	0.0000
22	0.0000
23	0.0000
24	0.0000
25	0.0000
26	0.0000
27	0.0000
28	0.0000
29	0.0000
30	0.0000
31	0.0000
32	0.0000
33	0.0000
34	0.0000
35	0.0000
36	0.0000
37	0.0000
38	0.0000
39	0.0000
40	0.0090
41	0.0167
42	0.0778
43	0.1356
44	0.1904
45	0.2421
46	0.2909
47	0.3370
48	0.3804
49	0.4213
50	0.4598
51	0.4959
52	0.5298
53	0.5615
54	0.5913
55	0.6191
56	0.6450
57	0.6692
58	0.6918
59	0.7128
60	0.7322
61	0.7503
62	0.7670
63	0.7825
64	0.7968
65	0.8100
66	0.8222
67	0.8333
68	0.8436
69	0.8530
70	0.8616
71	0.8695
72	0.8766
73	0.8832
74	0.8892
75	0.8946
76	0.8996
77	0.9041
78	0.9082
79	0.9120
80	0.9154
81	0.9185
82	0.9214
83	0.9240
84	0.9264
85	0.9287
86	0.9308
87	0.9327
88	0.9346
89	0.9364
90	0.9380
91	0.9397
92	0.9413
93	0.9429
94	0.9444
95	0.9459
96	0.9475
97	0.9490
98	0.9506
99	0.9521
100	0.9537
101	0.9553
102	0.9569
103	0.9586
104	0.9603
105	0.9619
106	0.9636
107	0.9653
108	0.9670
109	0.9687
110	0.9704
111	0.9721
112	0.9738
113	0.9754
114	0.9771
115	0.9786
116	0.9802
117	0.9817
118	0.9831
119	0.9845
120	0.9858
121	0.9870
122	0.9882
123	0.9893
124	0.9903
125	0.9912
126	0.9920
127	0.9927
128	0.9934
129	0.9939
130	0.9944
131	0.9948
132	0.9951
133	0.9954
134	0.9956
135	0.9957
136	0.9958
137	0.9959
138	0.9961
139	0.9962
140	0.9964
141	0.9966
142	0.9970
143	0.9974
144	0.9981
145	0.9989
146	1.0000
147	0.9981
148	0.9989
149	1.0000
150	1.0000
151	1.0000
152	1.0000
153	1.0000
154	1.0000
155	1.0000
156	1.0000
157	1.0000
158	1.0000
159	1.0000
160	1.0000
161	1.0000
162	1.0000
163	1.0000
164	1.0000
165	1.0000
166	1.0000
167	1.0000
168	1.0000
169	1.0000
170	1.0000
171	1.0000
172	1.0000
173	1.0000
174	1.0000
175	1.0000
176	1.0000
177	1.0000
178	1.0000
179	1.0000
180	1.0000
181	1.0000
182	1.0000
183	1.0000
184	1.0000
185	1.0000
186	1.0000
187	1.0000
188	1.0000
189	1.0000
190	1.0000
191	1.0000
192	1.0000
193	1.0000
194	1.0000
195	1.0000
196	1.0000
197	1.0000
198	1.0000
199	1.0000
200	1.0000
201	1.0000
202	1.0000
203	1.0000
204	1.0000
205	1.0000
206	1.0000
207	1.0000
208	1.0000
209	1.0000
210	1.0000
211	1.0000
212	1.0000
213	1.0000
214	1.0000
215	1.0000
216	1.0000
217	1.0000
218	1.0000
219	1.0000
220	1.0000
221	1.0000
222	1.0000
223	1.0000
224	1.0000
225	1.0000
226	1.0000
227	1.0000
228	1.0000
229	1.0000
230	1.0000
231	1.0000
232	1.0000
233	1.0000
234	1.0000
235	1.0000
236	1.0000
237	1.0000
238	1.0000
239	1.0000
240	1.0000
241	1.0000
242	1.0000
243	1.0000
244	1.0000
245	1.0000
246	1.0000
247	1.0000
248	1.0000
249	1.0000
250	1.0000
251	1.0000
252	1.0000
253	1.0000
254	1.0000
255	1.0000
256	1.0000
257	1.0000
258	1.0000
259	1.0000
260	1.0000
261	1.0000
262	1.0000
263	1.0000
264	1.0000
265	1.0000
266	1.0000
267	1.0000
268	1.0000
269	1.0000
270	1.0000
271	1.0000
272	1.0000
273	1.0000
274	1.0000
275	1.0000
276	1.0000
277	1.0000
278	1.0000
279	1.0000
280	1.0000
281	1.0000
282	1.0000
283	1.0000
284	1.0000
285	1.0000
286	1.0000
287	1.0000
288	1.0000
289	1.0000
290	1.0000
291	1.0000
292	1.0000
293	1.0000
294	1.0000
295	1.0000
296	1.0000
297	1.0000
298	1.0000
299	1.0000
300	1.0000
301	1.0000
302	1.0000
303	1.0000
304	1.0000
305	1.0000
306	1.0000
307	1.0000
308	1.0000
309	1.0000
310	1.0000
311	1.0000
312	1.0000
313	1.0000
314	1.0000
315	1.0000
316	1.0000
317	1.0000
318	1.0000
319	1.0000
320	1.0000
321	1.0000
322	1.0000
323	1.0000
324	1.0000
325	1.0000
326	1.0000
327	1.0000
328	1.0000
329	1.0000
330	1.0000
331	1.0000
332	1.0000
333	1.0000
334	1.0000
335	1.0000
336	1.0000
337	1.0000
338	1.0000
339	1.0000
340	1.0000
341	1.0000
342	1.0000
343	1.0000
344	1.0000
345	1.0000
346	1.0000
347	1.0000
348	1.0000
349	1.0000
350	1.0000
351	1.0000
352	1.0000
353	1.0000
354	1.0000
355	1.0000
356	1.0000
357	1.0000
358	1.0000
359	1.0000
360	1.0000
361	1.0000
362	1.0000
363	1.0000
364	1.0000
365	1.0000
366	1.0000
367	1.0000
368	1.0000
369	1.0000
370	1.0000
371	1.0000
372	1.0000
373	1.0000
374	1.0000
375	1.0000
376	1.0000
377	1.0000
378	1.0000
379	1.0000
380	1.0000
381	1.0000
382	1.0000
383	1.0000
384	1.0000
385	1.0000
386	1.0000
387	1.0000
388	1.0000
389	1.0000
390	1.0000
391	1.0000
392	1.0000
393	1.0000
394	1.0000
395	1.0000
396	1.0000
397	1.0000
398	1.0000
399	1.0000
400	1.0000
401	1.0000
402	1.0000
403	1.0000
404	1.0000
405	1.0000
406	1.0000
407	1.0000
408	1.0000
409	1.0000
410	1.0000
411	1.0000
412	1.0000
413	1.0000
414	1.0000
415	1.0000
416	1.0000
417	1.0000
418	1.0000
419	1.0000
420	1.0000
421	1.0000
422	1.0000
423	1.0000
424	1.0000
425	1.0000
426	1.0000
427	1.0000
428	1.0000
429	1.0000
430	1.0000
431	1.0000
432	1.0000
433	1.0000
434	1.0000
435	1.0000
436	1.0000
437	1.0000
438	1.0000
439	1.0000
440	1.0000
441	1.0000
442	1.0000
443	1.0000
444	1.0000
445	1.0000
446	1.0000
447	1.0000
448	1.0000
449	1.0000
450	1.0000
451	1.0000
452	1.0000
453	1.0000
454	1.0000
455	1.0000
456	1.0000
457	1.0000
458	1.0000
459	1.0000
460	1.0000
461	1.0000
462	1.0000
463	1.0000
464	1.0000
465	1.0000
466	1.0000
467	1.0000
468	1.0000
469	1.0000
470	1.0000
471	1.0000
472	1.0000
473	1.0000
474	1.0000
475	1.0000
476	1.0000
477	1.0000
478	1.0000
479	1.0000
480	1.0000
481	1.0000
482	1.0000
483	1.0000
484	1.0000
485	1.0000
486	1.0000
487	1.0000
488	1.0000
489	1.0000
490	1.0000
491	1.0000
492	1.0000
493	1.0000
494	1.0000
495	1.0000
496	1.0000
497	1.0000
498	1.0000
499	1.0000
500	1.0000
501	1.0000
502	1.0000
503	1.0000
504	1.0000
505	1.0000
506	1.0000
507	1.0000
508	1.0000
509	1.0000
510	1.0000
511	1.0000
512	1.0000
513	1.0000
514	1.0000
515	1.0000
516	1.0000
517	1.0000
518	1.0000
519	1.0000
520	1.0000
521	1.0000
522	1.0000
523	1.0000
524	1.0000
525	1.0000
526	1.0000
527	1.0000
528	1.0000
529	1.0000
530	1.0000
531	1.0000
532	1.0000
533	1.0000
534	1.0000
535	1.0000
536	1.0000
537	1.0000
538	1.0000
539	1.0000
540	1.0000
541	1.0000
542	1.0000
543	1.0000
544	1.0000
545	1.0000
546	1.0000
547	1.0000
548	1.0000
549	1.0000
550	1.0000
551	1.0000
552	1.0000
553	1.0000
554	1.0000
555	1.0000
556	1.0000
557	1.0000
558	1.0000
559	1.0000
560	1.0000
561	1.0000
562	1.0000
563	1.0000
564	1.0000
565	1.0000
566	1.0000
567	1.0000
568	1.0000
569	1.0000
570	1.0000
571	1.0000
572	1.0000
573	1.0000
574	1.0000
575	1.0000
576	1.0000
577	1.0000
578	1.0000
579	1.0000
580	1.0000
581	1.0000
582	1.0000
583	1.0000
584	1.0000
585	1.0000
586	1.0000
587	1.0000
588	1.0000
589	1.0000
590	1.0000
591	1.0000
592	1.0000
593	1.0000
594	1.0000
595	1.0000
596	1.0000
597	1.0000
598	1.0000
599	1.0000
600	1.0000
601	1.0000
602	1.0000
603	1.0000
604	1.0000
605	1.0000
606	1.0000
607	1.0000
608	1.0000
609	1.0000
610	1.0000
611	1.0000
612	1.0000
613	1.0000
614	1.0000
615	1.0000
616	1.0000
617	1.0000
618	1.0000
619	1.0000
620	1.0000
621	1.0000
622	1.0000
623	1.0000
624	1.0000
625	1.0000
626	1.0000
627	1.0000
628	1.0000
629	1.0000
630	1.0000
631	1.0000
632	1.0000
633	1.0000
634	1.0000
635	1.0000
636	1.0000
637	1.0000
638	1.0000
639	1.0000
640	1.0000
641	1.0000
642	1.0000
643	1.0000
644	1.0000
645	1.0000
646	1.0000
647	1.0000
648	1.0000
649	1.0000
650	1.0000
651	1.0000
652	1.0000
653	1.0000
654	1.0000
